0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US13217,"Newton County, Georgia"
129179,,4298,,110709,,5197,,94361,,5363,,16348,,3012,,8707,,2242,,4189,,1433,,1694,,983,,1758,,960,,0,,234,,5547,,1633,,4639,,1406,,377,,311,,531,,769,,0,,234,,0,,234,,2130,,1279,,260,,306,,0,,234,,1218,,662,,2649,,1327,,6666,,1896,,0500000US13063,"Clayton County, Georgia"
93879,,3072,,83916,,3603,,72114,,3398,,11802,,2050,,5286,,1424,,3433,,1171,,1589,,1088,,857,,819,,637,,536,,460,,397,,460,,397,,0,,234,,0,,234,,0,,234,,0,,234,,1035,,745,,139,,246,,109,,175,,1473,,1019,,190,,168,,6557,,1602,,0500000US13139,"Hall County, Georgia"
83733,,3012,,74587,,2923,,64024,,2846,,10563,,2224,,7794,,1748,,1611,,928,,193,,223,,965,,1224,,0,,195,,848,,393,,500,,277,,281,,263,,0,,195,,0,,195,,67,,115,,317,,409,,281,,241,,316,,280,,1823,,677,,394,,233,,5167,,1349,,0500000US15009,"Maui County, Hawaii"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US16005,"Bannock County, Idaho"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US16019,"Bonneville County, Idaho"
106467,,3620,,97277,,3739,,85714,,4266,,11563,,2191,,8717,,2209,,1763,,1018,,449,,287,,541,,402,,93,,156,,641,,393,,641,,393,,0,,204,,0,,204,,0,,204,,0,,204,,137,,239,,219,,182,,97,,103,,919,,500,,610,,428,,6567,,1684,,0500000US16027,"Canyon County, Idaho"
88979,,2670,,79906,,2768,,72514,,2654,,7392,,1349,,6033,,1243,,808,,410,,415,,368,,136,,155,,0,,195,,1609,,657,,1572,,655,,37,,78,,0,,195,,0,,195,,0,,195,,152,,194,,34,,26,,489,,347,,732,,330,,640,,412,,5417,,1333,,0500000US17167,"Sangamon County, Illinois"
81728,,3069,,70894,,2894,,66066,,2900,,4828,,1051,,4167,,1073,,475,,274,,40,,51,,61,,105,,85,,141,,1082,,435,,972,,436,,110,,103,,0,,195,,0,,195,,0,,195,,700,,698,,83,,97,,314,,202,,4150,,997,,336,,211,,4169,,1056,,0500000US17113,"McLean County, Illinois"
65780,,2201,,60730,,2256,,55706,,2512,,5024,,1139,,3645,,994,,432,,254,,668,,731,,279,,246,,0,,195,,722,,465,,722,,465,,0,,195,,0,,195,,0,,195,,0,,195,,174,,228,,221,,217,,109,,152,,2172,,668,,403,,320,,1249,,424,,0500000US17161,"Rock Island County, Illinois"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US17143,"Peoria County, Illinois"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US29165,"Platte County, Missouri"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US29187,"St. Francois County, Missouri"
152652,,3444,,127890,,4266,,116251,,4054,,11639,,2035,,9611,,1784,,1362,,812,,0,,195,,666,,798,,0,,195,,9031,,1632,,7048,,1557,,1166,,628,,58,,110,,759,,415,,0,,195,,549,,508,,52,,88,,1242,,436,,6800,,1336,,1196,,583,,5892,,1214,,0500000US29510,"St. Louis city, Missouri"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US29043,"Christian County, Missouri"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US29097,"Jasper County, Missouri"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51085,"Hanover County, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51550,"Chesapeake city, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51003,"Albemarle County, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51019,"Bedford County, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51740,"Portsmouth city, Virginia"
246910,,4278,,220719,,4537,,203038,,5072,,17681,,2460,,14001,,2205,,2410,,1209,,779,,602,,163,,203,,328,,264,,2309,,1177,,2099,,1192,,28,,44,,0,,208,,182,,283,,0,,208,,1150,,917,,483,,318,,990,,575,,5973,,1410,,3632,,1062,,11654,,2137,,0500000US51810,"Virginia Beach city, Virginia"
86957,,2968,,72633,,3327,,65567,,3578,,7066,,1747,,5775,,1555,,926,,676,,252,,303,,46,,65,,67,,115,,3418,,1488,,3418,,1488,,0,,208,,0,,208,,0,,208,,0,,208,,1074,,643,,66,,77,,435,,430,,3632,,1031,,927,,639,,4772,,1518,,0500000US51700,"Newport News city, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51069,"Frederick County, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51680,"Lynchburg city, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51199,"York County, Virginia"
391045,,7026,,352393,,7602,,315832,,8297,,36561,,5022,,26760,,4108,,4437,,1855,,1734,,904,,1548,,1185,,2082,,1164,,5618,,1413,,5474,,1415,,144,,242,,0,,234,,0,,234,,0,,234,,689,,708,,209,,219,,171,,216,,1886,,799,,1686,,859,,28393,,4673,,0500000US48157,"Fort Bend County, Texas"
165734,,3669,,153234,,4103,,136597,,4972,,16637,,2965,,11877,,2466,,2748,,970,,1526,,964,,297,,202,,189,,206,,1658,,694,,1658,,694,,0,,234,,0,,234,,0,,234,,0,,234,,0,,234,,429,,413,,334,,316,,1957,,1403,,1005,,618,,7117,,1660,,0500000US48355,"Nueces County, Texas"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US48291,"Liberty County, Texas"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US48091,"Comal County, Texas"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US48021,"Bastrop County, Texas"
304392,,4443,,256495,,5368,,219569,,5924,,36926,,4215,,29166,,3952,,3969,,909,,2119,,715,,1138,,665,,534,,301,,8422,,1628,,4481,,1112,,96,,115,,3211,,767,,634,,706,,0,,198,,0,,198,,1337,,578,,2266,,801,,10790,,1770,,1595,,758,,23487,,2305,,0500000US49049,"Utah County, Utah"
174354,,3504,,154753,,4166,,140867,,4607,,13886,,1974,,9970,,1782,,1667,,598,,762,,392,,1007,,1103,,480,,325,,2609,,684,,844,,391,,71,,88,,1462,,518,,127,,154,,105,,176,,0,,198,,395,,288,,655,,435,,1803,,631,,1448,,897,,12691,,2091,,0500000US49011,"Davis County, Utah"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51165,"Rockingham County, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51015,"Augusta County, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51161,"Roanoke County, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US26115,"Monroe County, Michigan"
645374,,7931,,592323,,8070,,544750,,7839,,47573,,4218,,39482,,4152,,5442,,1515,,1339,,595,,602,,301,,708,,369,,2505,,983,,2337,,979,,93,,116,,44,,73,,0,,175,,31,,51,,538,,344,,383,,273,,1642,,813,,6996,,1439,,2911,,820,,38076,,2920,,0500000US26125,"Oakland County, Michigan"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US26121,"Muskegon County, Michigan"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US26087,"Lapeer County, Michigan"
149714,,3009,,136996,,3380,,125620,,3472,,11376,,1948,,8256,,1728,,2268,,978,,212,,157,,487,,394,,153,,203,,1114,,610,,1041,,593,,0,,175,,73,,118,,0,,175,,0,,175,,0,,175,,81,,138,,557,,369,,3594,,1213,,656,,403,,6716,,1359,,0500000US26139,"Ottawa County, Michigan"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US26021,"Berrien County, Michigan"
149359,,3335,,124633,,4243,,110486,,4353,,14147,,2687,,11390,,2640,,1394,,636,,979,,608,,307,,244,,77,,131,,6187,,1372,,6187,,1372,,0,,175,,0,,175,,0,,175,,0,,175,,72,,89,,670,,477,,1791,,656,,7825,,2157,,2131,,1047,,6050,,1074,,0500000US26065,"Ingham County, Michigan"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US26159,"Van Buren County, Michigan"
762046,,9097,,679393,,9328,,601423,,9677,,77970,,5927,,61639,,5120,,8263,,1786,,5199,,1471,,876,,422,,1993,,783,,22429,,2904,,21992,,2930,,198,,200,,122,,151,,117,,113,,0,,175,,3477,,1251,,299,,214,,2184,,715,,13258,,2155,,10979,,2197,,30027,,2857,,0500000US26163,"Wayne County, Michigan"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US26055,"Grand Traverse County, Michigan"
169309,,4341,,154472,,4005,,138750,,4058,,15722,,2025,,12977,,1926,,1290,,619,,849,,422,,350,,204,,256,,181,,2560,,893,,2515,,866,,0,,175,,0,,175,,0,,175,,45,,74,,361,,379,,59,,98,,198,,165,,2216,,840,,590,,343,,8853,,1939,,0500000US26049,"Genesee County, Michigan"
33948,,1152,,27454,,1395,,24587,,1698,,2867,,924,,2288,,857,,267,,187,,222,,187,,82,,114,,8,,12,,180,,175,,180,,175,,0,,149,,0,,149,,0,,149,,0,,149,,53,,103,,48,,47,,191,,171,,790,,399,,148,,96,,5084,,928,,0500000US27131,"Rice County, Minnesota"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US27141,"Sherburne County, Minnesota"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US27019,"Carver County, Minnesota"
279808,,4498,,233894,,4812,,204880,,4905,,29014,,3070,,19754,,2291,,4203,,1547,,2708,,994,,1603,,950,,746,,684,,19680,,2288,,14861,,1931,,282,,218,,172,,209,,4307,,1030,,58,,94,,627,,412,,299,,225,,2220,,618,,7308,,1309,,1566,,687,,14214,,2042,,0500000US27123,"Ramsey County, Minnesota"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US27035,"Crow Wing County, Minnesota"
74962,,1863,,68408,,2263,,64205,,2705,,4203,,1141,,3335,,1031,,480,,315,,112,,171,,11,,19,,265,,240,,750,,400,,352,,207,,0,,149,,374,,335,,0,,149,,24,,41,,69,,115,,53,,51,,53,,88,,965,,557,,74,,60,,4590,,1257,,0500000US27171,"Wright County, Minnesota"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US01115,"St. Clair County, Alabama"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US01043,"Cullman County, Alabama"
188238,,4036,,173963,,4260,,155197,,4320,,18766,,2255,,14152,,2007,,2627,,963,,979,,487,,664,,476,,344,,471,,1874,,927,,1874,,927,,0,,201,,0,,201,,0,,201,,0,,201,,0,,201,,0,,201,,588,,426,,2809,,763,,908,,374,,8096,,1675,,0500000US18003,"Allen County, Indiana"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US18035,"Delaware County, Indiana"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US18043,"Floyd County, Indiana"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US18081,"Johnson County, Indiana"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US18109,"Morgan County, Indiana"
126652,,3312,,110957,,3409,,98159,,3419,,12798,,2065,,10681,,1761,,890,,421,,796,,719,,218,,173,,213,,185,,1860,,711,,1612,,578,,0,,201,,0,,201,,248,,374,,0,,201,,221,,255,,45,,73,,808,,354,,5489,,1013,,1369,,735,,5903,,1026,,0500000US18141,"St. Joseph County, Indiana"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US18085,"Kosciusko County, Indiana"
88054,,2526,,81815,,2621,,73619,,3250,,8196,,2045,,6598,,1796,,370,,238,,694,,660,,407,,436,,127,,163,,969,,401,,892,,382,,0,,201,,0,,201,,77,,126,,0,,201,,235,,319,,41,,70,,144,,139,,2424,,888,,411,,273,,2015,,909,,0500000US18163,"Vanderburgh County, Indiana"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US18105,"Monroe County, Indiana"
99222,,3060,,91211,,3293,,76386,,3722,,14825,,2649,,11089,,2592,,2208,,931,,479,,391,,577,,367,,472,,430,,458,,529,,180,,254,,0,,201,,0,,201,,0,,201,,278,,475,,922,,564,,38,,55,,1175,,586,,1365,,734,,143,,169,,3910,,1129,,0500000US18039,"Elkhart County, Indiana"
468089,,8391,,429380,,8016,,379934,,8078,,49446,,4789,,40171,,4259,,5194,,1702,,1901,,1201,,1040,,692,,1140,,608,,6342,,1702,,6159,,1664,,0,,201,,0,,201,,0,,201,,183,,310,,1111,,787,,387,,327,,1929,,778,,8780,,1989,,1652,,595,,18508,,2391,,0500000US18097,"Marion County, Indiana"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US18177,"Wayne County, Indiana"
83485,,2857,,62761,,3705,,52605,,3953,,10156,,2519,,6371,,1516,,1256,,874,,1140,,1185,,1185,,1193,,204,,198,,5892,,1364,,5892,,1364,,0,,165,,0,,165,,0,,165,,0,,165,,22,,35,,107,,168,,2641,,1057,,6731,,1353,,222,,170,,5109,,1338,,0500000US19103,"Johnson County, Iowa"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US30049,"Lewis and Clark County, Montana"
82202,,2712,,75376,,2771,,68614,,3108,,6762,,1482,,5454,,1386,,620,,333,,482,,349,,98,,90,,108,,149,,287,,202,,287,,202,,0,,177,,0,,177,,0,,177,,0,,177,,0,,177,,117,,199,,159,,158,,1947,,794,,1002,,579,,3314,,895,,0500000US30111,"Yellowstone County, Montana"
64393,,2356,,53451,,2918,,47070,,2981,,6381,,1469,,4141,,1281,,1567,,770,,41,,47,,259,,233,,373,,510,,2314,,963,,2277,,973,,0,,177,,37,,64,,0,,177,,0,,177,,0,,177,,198,,203,,2258,,860,,2304,,866,,211,,205,,3657,,981,,0500000US30063,"Missoula County, Montana"
38355,,1784,,34352,,2052,,30223,,2097,,4129,,1089,,3161,,815,,599,,525,,266,,188,,103,,177,,0,,177,,667,,557,,667,,557,,0,,177,,0,,177,,0,,177,,0,,177,,0,,177,,66,,84,,281,,232,,994,,838,,658,,518,,1337,,544,,0500000US30013,"Cascade County, Montana"
65363,,2102,,52373,,2659,,46100,,2608,,6273,,1663,,4511,,1289,,355,,326,,144,,143,,1145,,1166,,118,,201,,164,,114,,164,,114,,0,,177,,0,,177,,0,,177,,0,,177,,0,,177,,90,,148,,2182,,887,,3642,,837,,704,,508,,6208,,1182,,0500000US30031,"Gallatin County, Montana"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US30029,"Flathead County, Montana"
173920,,3820,,157534,,3891,,140898,,3758,,16636,,2134,,13098,,2195,,2259,,806,,630,,413,,308,,228,,341,,351,,2288,,896,,2288,,896,,0,,165,,0,,165,,0,,165,,0,,165,,120,,198,,340,,265,,2058,,745,,5354,,1138,,955,,414,,5271,,1063,,0500000US31109,"Lancaster County, Nebraska"
297269,,5203,,269070,,5677,,243866,,5840,,25204,,2420,,20178,,2355,,2943,,1045,,1622,,890,,304,,246,,157,,156,,4507,,1270,,4479,,1254,,28,,47,,0,,165,,0,,165,,0,,165,,726,,578,,104,,125,,129,,107,,6328,,1427,,1719,,753,,14686,,2212,,0500000US31055,"Douglas County, Nebraska"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51800,"Suffolk city, Virginia"
131994,,3010,,107319,,3727,,96940,,3933,,10379,,1855,,8782,,1582,,693,,470,,506,,450,,80,,99,,318,,484,,5785,,1697,,5695,,1684,,0,,208,,0,,208,,90,,119,,0,,208,,524,,360,,570,,348,,1243,,684,,10983,,1945,,1416,,708,,4154,,1032,,0500000US51710,"Norfolk city, Virginia"
184713,,4115,,168529,,4137,,148776,,4399,,19753,,2818,,16434,,2487,,2362,,960,,411,,355,,138,,167,,408,,397,,277,,205,,191,,136,,11,,16,,75,,125,,0,,208,,0,,208,,964,,594,,362,,324,,323,,371,,1166,,451,,1715,,830,,11377,,1822,,0500000US51041,"Chesterfield County, Virginia"
623841,,6248,,498973,,8612,,437442,,8155,,61531,,5119,,42434,,4055,,11398,,2220,,3809,,1323,,2971,,1525,,919,,617,,58357,,4581,,19396,,3373,,34090,,3158,,4494,,1069,,377,,295,,0,,208,,3084,,1298,,1174,,699,,2036,,646,,9610,,1962,,7756,,2393,,42851,,3438,,0500000US51059,"Fairfax County, Virginia"
91828,,3307,,86288,,3673,,75372,,3580,,10916,,1861,,8066,,1849,,907,,592,,929,,437,,233,,202,,781,,514,,163,,271,,163,,271,,0,,210,,0,,210,,0,,210,,0,,210,,0,,210,,99,,120,,247,,196,,1548,,993,,437,,278,,3046,,856,,0500000US53005,"Benton County, Washington"
232417,,3862,,199939,,4998,,177988,,4940,,21951,,2832,,16591,,2398,,3596,,1309,,853,,519,,869,,658,,42,,71,,5155,,1243,,4640,,1197,,108,,127,,0,,210,,407,,240,,0,,210,,489,,445,,261,,224,,925,,478,,3959,,1433,,2982,,1058,,18707,,2317,,0500000US53011,"Clark County, Washington"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US53045,"Mason County, Washington"
56976,,2574,,51944,,2527,,45394,,2511,,6550,,1599,,4714,,1414,,768,,583,,348,,329,,344,,368,,376,,333,,454,,329,,409,,322,,0,,210,,0,,210,,23,,42,,22,,27,,0,,210,,207,,160,,130,,101,,1328,,632,,34,,34,,2879,,1026,,0500000US53057,"Skagit County, Washington"
235613,,5534,,202684,,6129,,179128,,5838,,23556,,3304,,19273,,3050,,2820,,912,,881,,534,,420,,257,,162,,158,,5553,,1329,,5507,,1332,,0,,210,,0,,210,,0,,210,,46,,77,,229,,379,,273,,227,,1133,,570,,7195,,1921,,1232,,473,,17314,,2691,,0500000US53063,"Spokane County, Washington"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US53007,"Chelan County, Washington"
133545,,3296,,102239,,4264,,94661,,4259,,7578,,1368,,5484,,1170,,1164,,622,,349,,219,,339,,357,,242,,176,,14059,,2345,,4125,,969,,74,,90,,30,,53,,42,,73,,9788,,2076,,144,,239,,502,,286,,586,,432,,7292,,1865,,1276,,858,,7447,,1501,,0500000US53035,"Kitsap County, Washington"
1242147,,12449,,867811,,13281,,748280,,12255,,119531,,7524,,89597,,5896,,16060,,2890,,5443,,1361,,6068,,1644,,2363,,1018,,184969,,8214,,158600,,7748,,3141,,1071,,4410,,1429,,17131,,2286,,1687,,854,,2949,,1137,,3023,,821,,21302,,2753,,64573,,4921,,8305,,1552,,89215,,5254,,0500000US53033,"King County, Washington"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US53077,"Yakima County, Washington"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US53009,"Clallam County, Washington"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US53015,"Cowlitz County, Washington"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US53041,"Lewis County, Washington"
39984,,2075,,33113,,2227,,28278,,2316,,4835,,1231,,3129,,890,,1167,,695,,207,,188,,230,,181,,102,,171,,781,,450,,330,,332,,0,,210,,250,,255,,0,,210,,201,,161,,0,,210,,660,,589,,336,,289,,833,,398,,160,,157,,4101,,1026,,0500000US53029,"Island County, Washington"
440443,,7532,,387155,,7566,,342869,,8251,,44286,,4004,,30455,,3240,,8360,,1776,,2754,,1976,,1432,,565,,1285,,589,,16444,,2317,,9358,,1997,,0,,210,,6258,,1259,,710,,434,,118,,124,,184,,184,,545,,432,,1005,,436,,9355,,1720,,3666,,1139,,22089,,2761,,0500000US53053,"Pierce County, Washington"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US53021,"Franklin County, Washington"
106418,,3975,,88757,,4161,,80508,,4034,,8249,,2005,,6858,,1675,,1000,,638,,391,,267,,0,,210,,0,,210,,3066,,1229,,2981,,1220,,0,,210,,0,,210,,0,,210,,85,,99,,0,,210,,673,,580,,2622,,1054,,2046,,798,,544,,309,,8710,,1511,,0500000US53073,"Whatcom County, Washington"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51770,"Roanoke city, Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US72061,"Guaynabo Municipio, Puerto Rico"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US72097,"Mayagüez Municipio, Puerto Rico"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US19155,"Pottawattamie County, Iowa"
1075208,,10385,,944773,,11483,,840598,,12768,,104175,,6942,,80250,,5937,,13722,,2383,,6046,,1596,,2729,,948,,1428,,737,,31231,,3814,,30947,,3830,,115,,141,,72,,117,,0,,216,,97,,160,,3826,,1673,,3046,,936,,2292,,917,,12519,,2252,,27042,,3768,,50479,,4045,,0500000US32003,"Clark County, Nevada"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US33005,"Cheshire County, New Hampshire"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US54107,"Wood County, West Virginia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US54011,"Cabell County, West Virginia"
